DATE,yield_ust,CPI,Unemployment_Rate,GDP_Growth_Rate,S&P500_Index,VIX_Index,Brent_Oil_Price,Euro_Bond_Yield,Dollar_Index
2021-08-28,3.05,250.77,4.5,3,4212.39,25.2,101.18,1.81,97.69
2021-08-29,2.99,290.84,5.1,-0.89,3615.47,22.36,100.87,1.09,91.86
2021-08-30,2.91,265.03,3.7,0.83,4070.24,25.69,73.43,2.02,96.06
2021-08-31,2.84,257.48,3.6,-0.86,4068.36,23.45,92.11,0.98,99.96
2021-09-01,2.93,261.32,3.8,0.67,4182.45,20.68,93.75,1.87,93.7
2021-09-02,2.88,273.43,5,-0.22,3585.4,33.08,102.01,1.09,99.33
2021-09-03,2.98,271.24,4.9,0.13,4126.5,18.7,119.81,0.52,106.73
2021-09-04,2.89,264.44,4.6,2.95,3780.75,28.63,62.02,1.77,107.45
2021-09-05,2.84,258.61,4.4,0.96,4007,33.49,63.91,0.73,90.99
2021-09-06,2.78,288.11,5.3,0.23,4273.32,25.77,64.68,1.82,93.22
2021-09-07,2.86,299.51,5,1.65,4205.65,32.53,104.58,2.35,95.51
2021-09-08,2.76,288.89,5.1,-0.36,3618.9,17.5,68.18,2.44,101.9
2021-09-09,2.75,264.8,5.1,0.17,4091.18,24.88,97.35,0.97,97.22
2021-09-10,2.75,262.24,4.8,1.46,4469.12,24.14,79.48,2.12,106.88
2021-09-11,2.74,260.88,4.4,0.07,3656.77,15.16,87.44,1.21,104.33
2021-09-12,.,256.83,5.2,2.06,4352.91,23.87,72.94,2.3,92.01
2021-09-13,2.85,277.57,5.4,1.21,4202.55,22.38,111.97,2.07,102.49
2021-09-14,2.94,280.27,3.5,2.47,4274,28.4,95.17,0.65,92.26
2021-09-15,2.92,285.28,3.6,3.27,3781.96,33.77,116.67,1.31,95.1
2021-09-16,2.96,284.01,5.4,-0.48,3787.89,16.72,94.48,1.17,93.56
2021-09-17,3.04,264.62,4.1,0.51,4406.02,21.55,67.43,2.07,93.46
2021-09-18,2.98,266.52,5.2,0.44,3859.83,23.88,70.25,1.32,102.33
2021-09-19,3.03,284.08,4.3,-0.32,3563.02,24.1,119.34,1.87,101.27
2021-09-20,3.04,267.47,3.7,2.65,4100.6,30.5,103.53,1.7,93.52
2021-09-21,3.15,260.63,3.7,2.42,3624.82,23.87,62.96,2.45,109.8
2021-09-22,3.43,268.72,3.8,1.18,4296.6,15.54,102.23,2.38,98.44
2021-09-23,3.49,263.6,4,1.42,4141.75,29.2,84.73,1.36,91.94
2021-09-24,3.33,254.42,4.5,-0.73,4374.73,32.7,78.43,1.95,92.41
2021-09-25,3.28,291.51,4.9,1.5,4284.84,25.28,69.24,2.16,101.68
2021-09-26,3.25,292.66,5.5,2.56,3612.11,26.62,110.39,2.3,109.58
2021-09-27,.,260.99,4.4,1.58,3881.07,18.26,63.83,0.64,101.44
2021-09-28,3.31,253.24,4.5,0.19,4274.56,19.41,77.39,1.1,108.98
2021-09-29,3.16,286.94,4.5,2,3917.34,19.7,78.38,1.14,98.88
2021-09-30,3.09,260.58,4.6,0.63,4472.37,23.61,69.65,1.37,98.72
2021-10-01,3.13,269.67,4.5,1.45,4235.74,33.56,90.49,0.84,100
2021-10-02,3.2,253.21,3.5,1.19,3515.5,25.44,60.7,1.49,103.95
2021-10-03,3.2,261.31,3.5,0.72,4379.99,18.84,78.06,1.83,97.35
2021-10-04,3.1,289.65,3.7,2.23,3600.8,20.32,116.02,1.49,107.28
2021-10-05,2.98,290.22,3.7,2.98,3640.52,22.68,78.63,1.83,90.59
2021-10-06,2.88,260.35,4.9,-0.98,4234.49,27.47,81.63,0.63,98.8
2021-10-07,.,266.8,3.9,3.2,4364.97,23.8,88.39,2.25,100.22
2021-10-08,2.82,256.71,5.3,1.3,4036.35,22.85,93.7,2.38,102.14
2021-10-09,2.93,253.71,5.4,2.15,3789.05,26.29,108.52,1.74,95.52
2021-10-10,3.01,299.61,5.5,2.85,3851.32,19.84,71.42,2.26,98.55
2021-10-11,3.09,282.78,5.4,1.1,3842.89,16.58,112.3,0.76,99.69
2021-10-12,2.99,277.1,4,2.76,3826.68,15.49,105.45,2.09,103.74
2021-10-13,2.96,288.27,4.5,-0.2,3742.91,20.03,103.36,0.74,105.47
2021-10-14,2.91,292,3.9,-0.28,4108.87,16.83,65.21,1.32,104.76
2021-10-15,2.96,290.34,5.1,1.96,4400.41,21.73,61.3,1.15,96.83
2021-10-16,2.93,250.83,5.3,2.92,3807.08,30.46,95.64,1.67,109.99
2021-10-17,2.96,259.34,5.2,3.02,3686.69,29.33,111.79,1.1,106.97
2021-10-18,3.01,282.75,4.4,1.9,4338.58,27.22,95.07,1.77,95.2
2021-10-19,3.04,268.79,5,1.36,4241.78,32.05,72.79,1.23,93.9
2021-10-20,2.91,299.12,3.7,0.49,4430.84,20.64,65.43,2.22,96.28
2021-10-21,2.77,283.27,3.6,3.41,3665.52,32.7,101.98,1.77,99.05
2021-10-22,2.81,297.83,5,0.44,3644.25,22.98,103.31,0.93,107.02
2021-10-23,2.81,260.07,4.4,2.35,4041.43,23.02,70.35,1.17,105.57
2021-10-24,2.78,293.2,5.5,1.39,4114.43,23.11,61.69,2.19,107.02
2021-10-25,2.68,266.07,3.7,1.74,3980.17,16.96,84.5,1.27,95.44
2021-10-26,2.67,299.48,5.2,0.77,4098.97,34.51,94.96,1.57,101.87
2021-10-27,2.6,257.88,4.5,3.34,3680.38,17.77,102.36,1.8,95.66
2021-10-28,2.75,275.82,5.2,1.57,3979.61,21.82,108.6,1.2,92.18
2021-10-29,2.73,289.64,5.1,3.22,4158.09,21.39,96.63,1.09,103.68
2021-10-30,2.68,271.63,5.3,-0.97,3932.71,16.49,66.65,1.45,92.86
2021-10-31,2.83,273.4,4.1,1.58,4179.45,18.05,100.95,0.93,103.35
2021-11-01,2.77,299.32,5.4,2.23,3951.19,15.9,119.05,1.07,102.96
2021-11-02,2.8,271.27,3.8,2.35,3833.6,20.85,114.34,0.62,106.2
2021-11-03,2.78,280.2,3.7,3.07,3803.61,32.33,112.3,1.11,92.79
2021-11-04,2.87,252.73,4.4,-0.98,3910.9,21.79,78.13,1.14,105.67
2021-11-05,2.84,292.11,5.2,-1,3523.09,17.47,105.05,2.42,109.99
2021-11-06,2.79,282.41,4.4,1.13,4168.53,27.91,111.07,1.68,107.02
2021-11-07,2.82,270.2,5.2,-0.87,4345.11,34.93,100.7,2.07,105.04
2021-11-08,2.89,250.81,5,3.39,3854.63,19.65,75.03,0.59,103.24
2021-11-09,2.88,279.58,3.9,0,3546.03,20.59,117.23,0.71,98.44
2021-11-10,2.98,250.63,5.4,1.13,4486.78,34.44,87.05,2.13,104.61
2021-11-11,3.03,250.06,3.6,-0.72,3763.7,18.58,67.79,1.75,104.48
2021-11-12,3.05,280.8,5.3,1.35,3626.62,25.22,66.59,0.88,102.63
2021-11-13,3.11,259.45,4.1,0.71,3869.75,19.79,98.85,1.31,105.93
2021-11-14,3.03,259.59,4.5,-0.8,4238.56,33.65,86.26,1.58,98.98
2021-11-15,3.04,282.66,4.3,0.51,3793.92,34.63,65.67,2.19,92.43
2021-11-16,3.12,252.68,3.8,0.76,4074.7,31.29,104.42,0.62,101.18
2021-11-17,3.11,265.67,4.2,3.45,3915.56,21.3,107.96,1.69,95.3
2021-11-18,3.15,257.47,3.9,-0.06,3617.76,23.07,103.52,1.93,97.69
2021-11-19,3.26,279.01,3.9,1.45,3830.29,19.85,72.14,2.46,90.35
2021-11-20,3.2,283.09,3.9,3.44,4224.87,32.82,101.39,2.11,97.66
2021-11-21,.,286.06,4.5,2.56,4112,33.29,60.64,1.05,106.18
2021-11-22,3.33,262.76,5.1,3.47,3619.78,23.38,78.31,1.92,100.85
2021-11-23,3.27,254.46,4.6,3.36,3663.32,28.13,83.93,2.03,90.2
2021-11-24,3.29,253.93,5.3,1.2,4140.73,18.31,110.11,1.96,99.4
2021-11-25,3.33,271.31,4.8,2.13,4313.42,23.7,83.42,2.14,95.83
2021-11-26,3.37,297.29,4.9,-0.5,3849.47,27.63,60.68,2.31,99.55
2021-11-27,3.42,260.89,4.8,0.99,4095.31,22.71,81.14,0.7,98.09
2021-11-28,3.41,262.84,4.4,2.64,3670.64,22.15,89.94,0.71,108.64
2021-11-29,3.45,255.04,4.9,1.27,3811.38,15.02,116.94,2.09,90.82
2021-11-30,3.45,280.28,3.6,2.16,3520.27,31.09,116.46,1,103.67
2021-12-01,3.49,283.99,5.2,2.36,4268.28,32.79,70.85,0.62,107.02
2021-12-02,3.57,282.15,5.1,0.14,3901.01,34.39,71.11,1.3,109.18
2021-12-03,3.51,293.06,4,2.94,4316.13,29.39,69.8,2.14,93.55
2021-12-04,3.7,274.32,5,1.07,4208.37,25.98,107.34,0.75,100.63
2021-12-05,3.69,256.72,3.5,-0.05,4328.74,20.39,60.36,1.84,90.87
2021-12-06,3.88,264.47,3.9,2.89,3785.66,34.99,67.63,0.51,99.98
2021-12-07,3.97,283.12,3.6,0.88,3685.11,26.8,92.28,0.72,92.51
2021-12-08,3.72,280.66,5.1,2.38,4471.91,28.62,74.85,1.2,106.76
2021-12-09,3.76,276.55,5,1.47,4217.33,28.65,65.54,0.67,92.28
2021-12-10,3.83,284.15,5.1,0.72,4334.04,31.91,81.59,2.19,100.27
2021-12-11,3.67,281.87,3.5,2.64,3513.13,15.19,76.45,2.23,100.42
2021-12-12,3.62,294.07,4.5,1.63,3854.46,19.4,90.67,2.01,109.43
2021-12-13,3.76,279.3,4.9,0.76,4242.82,28.31,118.75,0.98,103.1
2021-12-14,3.83,288.93,3.8,-0.51,3577.98,32.9,67.46,1.55,95.76
2021-12-15,3.89,262.44,4.8,3.03,4067.34,28.71,82.36,0.87,94.82
2021-12-16,.,283.91,3.7,-0.84,3929.07,23.27,115.92,1.06,92.56
2021-12-17,3.93,295.11,3.9,2.88,3517.62,22.23,112.61,1.53,105.13
2021-12-18,3.91,269.29,4.5,0.62,3735.98,29.76,83.66,1.97,103.82
2021-12-19,3.97,288.96,4.8,1.88,3784.79,29.82,101.94,0.69,102.2
2021-12-20,4,286.24,3.8,3.15,3611.86,27.14,65.27,1.09,90.82
2021-12-21,4.02,252.98,3.9,-0.32,4131.54,20.83,102.75,2.35,105.26
2021-12-22,4.01,279.08,3.9,1.55,3742.4,33.5,118.37,1.36,102.84
2021-12-23,4.14,256.51,4,2.44,3777.62,26.04,92.25,2.38,109.28
2021-12-24,4.24,298.37,4,2.41,4398.24,30.81,89.91,2.48,101.74
2021-12-25,4.21,290.57,4.3,1.37,3967.12,19.29,71.24,1.55,96.08
2021-12-26,4.25,255.49,4.8,1.81,3892.13,21.88,98.03,1.08,97.63
2021-12-27,4.1,256.09,4.4,2.41,4223.87,32.49,95.43,2.08,93.52
2021-12-28,4.04,279.72,5.1,2.78,4409.61,16,99.12,0.82,104.46
2021-12-29,3.96,267.24,4.9,2.43,3525.04,25.25,61.56,1,104.15
2021-12-30,4.02,251.75,3.8,0.59,3948.24,24.63,92.92,2.07,94.01
2021-12-31,4.1,277.08,3.6,3.49,4110.78,30.02,95.7,1.37,93.17
2022-01-01,4.07,269.39,5.3,0.96,3818.56,20.64,72.45,0.9,91.54
2022-01-02,4.1,255.05,3.7,-0.89,4272.41,19.38,72.5,1.8,108.24
2022-01-03,4.14,290.1,3.8,0.63,4471.48,33.52,76.57,1.97,94.66
2022-01-04,4.17,295.75,3.5,-0.42,4443.43,26.43,102.7,0.75,96.88
2022-01-05,4.22,287.83,4.8,-0.45,3765.98,17.09,96.38,1.05,95.61
2022-01-06,4.14,291.12,4.7,0.27,3726.34,18.86,110.75,0.94,98.27
2022-01-07,4.12,260.82,5.5,-0.76,4457.49,34.98,77.74,1.26,104.28
2022-01-08,3.82,263.18,5.3,2.1,3958.63,18.91,114.72,2.03,107.41
2022-01-09,.,260.43,4.3,-0.67,3708.3,27.21,104.62,1.93,93.65
2022-01-10,3.88,288.25,4.2,-0.09,4207,23.4,83.7,1.83,103.73
2022-01-11,3.8,297.4,4.1,-0.58,3784.42,32.71,65.72,0.51,97.05
2022-01-12,3.67,285.84,3.8,-0.72,3767.25,30.1,75.42,0.78,109.61
2022-01-13,3.77,294.07,3.8,0.2,4379.25,26.94,117.41,0.95,95.98
2022-01-14,3.82,281.93,3.8,1.57,3662.48,15.21,78.62,1.04,90.14
2022-01-15,3.83,269.38,3.7,3.34,3564.39,32.6,79.79,0.79,100.31
2022-01-16,3.76,271.29,4,2.94,3769.19,23.89,71.38,1.32,93.01
2022-01-17,3.71,253.77,4.1,2.94,4106.95,33.63,108.41,0.65,90.89
2022-01-18,.,251.57,5.4,-0.21,3623.09,24.91,76.54,2,103.97
2022-01-19,3.68,284.77,4.7,0.19,3971.59,28.88,79.82,2.08,104.65
2022-01-20,3.69,271.92,5.5,-0.66,4127.34,16.39,84.86,1.65,99.21
2022-01-21,3.75,277.61,4.2,2.5,4348.74,29.9,86.02,0.68,103.54
2022-01-22,3.68,277.88,4.4,-0.69,3729.87,21.76,84.68,2.28,100.76
2022-01-23,3.53,263.87,4.1,1.51,4317.35,22.03,90.22,2.43,102.6
2022-01-24,3.51,273.79,3.9,0.12,3734.91,17.37,108.87,0.9,101.93
2022-01-25,3.6,273.54,3.8,0.1,4176.77,17.94,109.16,1.91,103.32
2022-01-26,3.51,269.42,5.4,3.46,3930.67,18.72,107.9,2.18,93.99
2022-01-27,3.42,291.03,5.5,2.41,3614.68,21.56,66.07,1.58,95.37
2022-01-28,3.48,272.56,3.6,2.77,4214.26,32.84,107.98,1.15,98.8
2022-01-29,3.57,280.18,3.8,1.57,3717.76,22.37,67.22,1.46,98.92
2022-01-30,3.61,294.78,4.3,2.92,3676.62,29.49,67.48,1.52,105.49
2022-01-31,3.51,293.31,3.9,1.9,3858.32,16.65,116.87,1.3,97.35
2022-02-01,3.49,294.52,4.2,3.26,4153.29,26.82,109.16,2.36,93.25
2022-02-02,3.44,263.5,3.8,0.27,3734,24.64,93.14,1.99,95.03
2022-02-03,3.48,251.75,4.4,1.68,3683.66,34.56,112.5,0.98,94.29
2022-02-04,3.57,263.05,4,2.11,3509.95,31.92,119.36,1.67,104.63
2022-02-05,3.69,263.94,4.2,0.77,3971.64,24.1,96.64,1.88,99.41
2022-02-06,3.68,295.47,3.7,2.96,3928.65,30.5,96.77,0.78,104.17
2022-02-07,3.67,282.46,4.4,3.41,3733.87,18.86,105.27,1.22,98.32
2022-02-08,3.75,254.09,5.5,1.22,3553.65,26.25,73.93,2.31,107.79
2022-02-09,.,256.77,4.2,0.76,3929.26,16.49,70.03,1.63,109.67
2022-02-10,3.84,257.78,5.3,1.12,4288.21,21.96,105.57,0.93,103.4
2022-02-11,3.88,281.52,5.2,2.84,4215.28,19.52,80.69,0.75,107.28
2022-02-12,3.83,286.77,5.4,1.9,4360.79,29.38,68.1,1.54,100.16
2022-02-13,3.88,292.98,5.1,-0.8,3509.58,24.8,78.89,1.6,108.69
2022-02-14,.,297.03,4.8,1.44,4466.42,30.02,81.52,1.17,106.63
2022-02-15,3.79,260.09,5.2,-0.92,3841.41,25.31,117.91,1.76,109.84
2022-02-16,3.69,265.49,3.7,2.5,4490.4,16.73,101.88,0.64,102.46
2022-02-17,3.71,262.02,4.4,0.48,3752.62,29.71,91.85,0.79,105.58
2022-02-18,3.55,267.94,5.5,1.12,3971.54,31.66,118.13,1.59,100.86
2022-02-19,3.53,295.73,5,2.59,3853.93,33.07,114.19,0.62,95.18
2022-02-20,3.61,278.76,5.4,-0.79,3855.76,26.44,90.72,2.26,97.1
2022-02-21,3.54,286.91,5.1,-0.29,4342.28,30.07,114.34,0.78,107.88
2022-02-22,3.43,274.51,5.2,0.79,4246.42,30.04,84.26,1.85,91.12
2022-02-23,3.49,251.44,4.9,0.03,4492.15,18.11,73.83,1.28,101.83
2022-02-24,.,253.21,5,0.52,4113.51,18.28,73.96,1.3,97.45
2022-02-25,3.53,276.9,4.5,3.49,3963.26,16.42,99.74,2.03,97.73
2022-02-26,3.37,285.94,5.3,2.71,3590.07,21.4,90.06,1.5,107.69
2022-02-27,3.39,260.77,5.2,2.98,4496.56,24.47,99.54,1.95,107.08
2022-02-28,3.48,286.1,5.2,3.22,4051.53,34.96,101.16,1.51,101.98
2022-03-01,3.52,290.53,4.8,0.53,4200.48,23.62,61.34,1.69,95.46
2022-03-02,3.46,270.59,4.1,0.34,3906.74,29.52,63.24,2.02,99.51
2022-03-03,3.46,287.32,3.6,0.05,4047.72,28.87,91.96,1.71,98.17
2022-03-04,3.49,270.2,5.4,2.74,4442.58,19.09,71.46,1.73,97.07
2022-03-05,3.52,283.92,4.7,2.06,3666.42,16.17,97.95,2.08,92.06
2022-03-06,3.55,288.2,4.1,0.06,3792.37,25.92,93.13,2.4,100.86
2022-03-07,3.52,299.6,3.8,0.7,3652.06,29.01,95.15,1.25,96.04
2022-03-08,3.39,267.27,5.2,1.28,4292.22,34.97,78.15,1.65,103.22
2022-03-09,3.4,270.55,5.2,1.38,3562.05,22.17,98.39,0.67,96.38
2022-03-10,3.53,258.28,5.1,3,3581.63,32.93,109.77,1.22,98.62
2022-03-11,3.63,260.2,4.8,0.71,3798.49,22.64,119.88,1.32,91.05
2022-03-12,3.67,284.67,4.2,3.09,4014.19,28.79,110.31,2.17,109.85
2022-03-13,3.63,295.85,4.1,0.99,3906.27,26.97,93.45,1.53,100.15
2022-03-14,3.67,269.73,3.5,2.36,3544.82,16.06,71.61,1.96,90.48
2022-03-15,3.74,258.99,5.2,3.19,4457.49,16.57,100.89,0.54,100.82
2022-03-16,3.72,264.25,3.7,3.08,4452.87,15.42,116.26,1.43,107.41
2022-03-17,3.77,272.75,4.8,-0.74,3779.36,22.42,72.71,2.3,105.45
2022-03-18,3.81,264.53,4.5,-0.07,4231.53,29.92,75.36,0.95,104.02
2022-03-19,3.86,261.68,4.6,1.15,4078.58,18.46,68.94,0.56,92.79
2022-03-20,3.82,286.8,5.4,0.94,3737.48,27.12,104.2,1.37,103.15
2022-03-21,.,250.39,3.6,1.88,3762.17,20.78,84.39,1.91,105.33
2022-03-22,3.95,276.96,5,3.25,3991.15,30.94,63.76,1.41,101.45
2022-03-23,3.93,289.69,3.6,-0.49,3919.24,30.97,112.5,1.42,107.85
2022-03-24,3.88,263.31,3.6,1.03,3791.23,30.51,93.46,1.84,95.54
2022-03-25,3.95,280.16,4.4,-0.13,4307.51,25.5,79.87,1.01,94.84
2022-03-26,3.92,283.45,3.6,3.02,3981.46,20.69,80.64,2,107.39
2022-03-27,3.92,282.75,5.1,3.34,4154.85,31.19,77.42,0.81,102.51
2022-03-28,4.01,272.29,4.6,1.15,3689.27,18.72,87.33,1.29,90.03
2022-03-29,4.08,267.33,3.6,-0.53,4033.51,20.8,80.22,1.81,97.06
2022-03-30,3.97,291.8,3.6,2.53,3817.98,18.68,92.88,2.16,107.16
2022-03-31,3.98,287.92,4.7,2.14,4026.41,28.48,106.41,2.08,90.55
2022-04-01,3.97,266.06,5.1,0.6,4280.83,28.72,100.47,1.94,90.06
2022-04-02,3.98,255.15,4.4,2.99,4268.91,28.05,77.67,1.22,95.63
2022-04-03,3.93,253.59,4.6,3.39,3854.22,23.31,91.72,0.74,108.28
2022-04-04,3.7,254.71,5.1,1.51,4194.28,17,110.41,0.93,108.03
2022-04-05,3.55,279.14,4.7,1.55,4441.29,33.22,64.09,2.23,100.38
2022-04-06,3.64,252.58,3.9,0.34,4125.67,25.15,64.7,2.21,101.06
2022-04-07,3.51,266.85,4.7,1.63,3648.41,23.14,93.37,2.4,96.64
2022-04-08,3.56,287.66,4.8,0.98,4179.71,26.78,98.35,0.65,94.87
2022-04-09,3.39,264.72,5,0.36,3604.9,18.86,72.68,1.57,106.3
2022-04-10,3.47,288.17,4.7,-0.7,4372.11,17.65,104.71,1.8,92.13
2022-04-11,3.59,287.27,5.4,0.14,4016.66,23.11,98.78,1.92,99.75
2022-04-12,3.48,262.29,3.9,-0.11,3885.14,19.54,115.4,1.79,102.69
2022-04-13,3.38,286.44,5.4,1.44,3557.01,19.89,70.14,2.04,92.07
2022-04-14,3.38,287.39,4.6,1.71,3880.78,32.85,105.08,1.22,100.39
2022-04-15,3.53,269.87,4.8,1.74,4403.21,25.62,65.02,0.86,101.55
2022-04-16,3.55,260.52,3.7,0.75,3520.98,24.67,93.92,0.91,104.85
2022-04-17,3.57,276.06,4.3,0.9,3974.65,28.79,93.11,0.52,94.7
2022-04-18,3.55,296.07,5,2.75,4431.16,34.03,83.3,1.2,95.87
2022-04-19,3.48,281.98,4.9,1.14,3894.84,17.24,110.67,0.68,101.39
2022-04-20,3.43,258.65,3.6,3.44,3928.18,31.67,60.26,1.14,109.66
2022-04-21,3.35,284.14,4.6,0.98,4078.56,26.68,91.21,1.76,94.35
2022-04-22,3.3,271.36,3.7,1.92,3962.94,17.92,73.03,2.29,109.72
2022-04-23,3.3,279.58,5.5,-0.77,3668.6,20.94,104.61,2.18,104.29
2022-04-24,3.39,286.7,5.3,1.94,3518.56,24.65,62.58,1.01,106.52
2022-04-25,3.41,275.75,3.5,2.83,4109.81,28.82,109.89,0.77,91.79
2022-04-26,3.43,290.7,5.2,3.24,4420.81,19.85,110.29,0.89,96.01
2022-04-27,3.41,286.11,5.3,3.49,3606.36,25.7,109.97,2.44,91.15
2022-04-28,3.45,280.75,4.2,0.27,3710.95,28.69,69.15,1.6,97.43
2022-04-29,3.52,257.54,4.9,1.59,3870.23,23.97,97.82,0.87,109.63
2022-04-30,3.6,291.8,4.4,1.03,4308.74,32.26,60.86,2.18,92.11
2022-05-01,3.58,296.8,4.8,1.54,3769.26,32.39,110.88,1.29,101.25
2022-05-02,3.6,256.85,4.2,-0.29,4382.05,24.41,103.38,2.3,90.12
2022-05-03,3.54,274.41,4.1,2.85,3554.96,34.46,91.87,1.02,104.25
2022-05-04,3.57,262.94,4.3,3.09,4440.96,16.51,103.84,1.29,93.94
2022-05-05,3.52,287.73,3.8,1.02,4060.75,15.07,65.66,1.51,92.59
2022-05-06,3.4,286.08,5.2,0.26,4158.78,22.61,91.72,2.29,96.74
2022-05-07,3.43,257.04,4.2,-0.37,3867.69,27.02,77.48,2.24,105.42
2022-05-08,3.53,293.85,4.3,2.08,4281.99,27.58,118.36,1.65,92.13
2022-05-09,3.44,259.05,5.3,0.41,3666.57,24.53,111.43,0.94,94.6
2022-05-10,3.59,289.86,4.5,3.09,3548.91,17.5,104,1.31,90.17
2022-05-11,3.44,272.85,4.6,2.02,3895.52,18.41,116.02,2.45,109.37
2022-05-12,3.38,266.41,5.4,1.91,4353.7,32.04,80.81,1.72,101.84
2022-05-13,3.37,257.91,5.3,1.52,4254.93,32.36,114.05,2.06,104.4
2022-05-14,3.44,258.38,3.8,-0.79,4017.16,28.48,79.51,1.4,103.03
2022-05-15,3.52,283.09,4.4,3.19,4072.14,28.28,103.97,1.56,92.89
2022-05-16,3.53,277.52,5.4,1.83,3629.89,26.95,104.19,1.36,101.9
2022-05-17,3.43,256.1,4.2,3.47,4340.68,19.06,61.1,1.91,92.63
2022-05-18,3.39,255.63,4.2,1.42,4286.96,23.57,81.66,2.2,98.02
2022-05-19,3.46,253.62,3.9,2.2,4156.47,28.92,61.17,1.51,101.38
2022-05-20,3.5,287.19,3.7,-0.75,3966.19,25.75,119.83,1.46,101.18
2022-05-21,3.54,285.59,5,1.84,4464.46,15.37,67.33,1.18,92.38
2022-05-22,3.57,252.92,5,2.44,4379.03,34.07,92.57,0.85,90.69
2022-05-23,3.65,278.01,5.4,2.5,4144.43,31.9,107.43,2.38,105.96
2022-05-24,3.7,254.23,5,2.47,3871.8,20.21,72.08,1.13,104.52
2022-05-25,3.72,295.19,4,0.02,4118.02,27.33,89.1,2.1,91.64
2022-05-26,3.7,295.36,3.6,3.39,4075.44,33.46,96.45,1.93,92.55
2022-05-27,3.73,284.91,5.5,3.48,3894.24,16.92,69.61,2.08,107.85
2022-05-28,3.83,296.31,4.2,-0.66,3806.67,25.06,106.71,2.37,105.38
2022-05-29,3.8,290.57,4.1,3.21,3907.01,24.12,77.96,1.75,109.92
2022-05-30,.,291.43,5.3,0.3,4073.91,23.2,72.66,2.3,95.08
2022-05-31,3.69,278.49,4.7,2.1,3928.13,31.71,93.5,0.84,99.76
2022-06-01,3.64,265.3,3.9,0.52,3763.57,22.61,84.62,1.75,94.73
2022-06-02,3.61,260.89,5.3,3.35,4260.96,16.27,115.22,2.04,102.46
2022-06-03,3.69,266.36,5.5,-0.54,4031.47,16.32,112.8,1.04,92.31
2022-06-04,3.69,281.42,3.7,1.24,3567.68,15.85,89,1.98,92.54
2022-06-05,3.7,258.63,5.2,0.93,3868.32,23.18,81.56,2.06,91.44
2022-06-06,3.79,262.93,4.3,0.47,4384.91,29.37,79.53,2.16,103.87
2022-06-07,3.73,273.4,4.5,1.9,4255.24,19.07,76.05,1.13,99.88
2022-06-08,3.75,261.65,5.3,-0.41,3823.25,27.93,92.67,1.86,102.35
2022-06-09,3.73,279.43,5.4,2.22,4438.18,28.74,108.3,1.11,107.59
2022-06-10,3.84,296.16,4,3.41,3576.6,20.1,78.65,1.98,104.81
2022-06-11,3.83,287.4,3.9,2.62,4461.23,27.01,71.41,1.43,99.23
2022-06-12,3.72,283.32,3.7,2.87,3745.71,28.7,88.53,1.7,109.69
2022-06-13,3.77,279.14,4.6,0.62,3509.09,24.33,64.14,1.33,99.13
2022-06-14,.,274.4,3.5,0.46,3933.81,21.73,102.08,0.82,92.25
2022-06-15,3.74,259.33,4.3,1.33,3858.97,27.38,91.1,0.86,109.85
2022-06-16,3.72,294.74,3.6,-0.79,4039.09,34.56,89.78,0.66,90.46
2022-06-17,3.8,262.43,4.3,3.25,4296.77,23.54,78.03,1.74,101
2022-06-18,3.74,254.57,3.6,-0.35,4342.43,22.83,114.28,2.2,96.18
2022-06-19,3.72,287.5,5.2,3.06,3901.23,24.29,65.43,0.54,100.07
2022-06-20,3.77,258.78,3.9,-0.62,3929.85,16.52,112.19,0.63,101.17
2022-06-21,3.71,268.59,4.2,2.7,3648.18,26.06,82.6,1.41,94.8
2022-06-22,3.85,251.41,5.2,-0.32,3547.55,21.57,112.84,1.98,101.14
2022-06-23,3.81,256.85,5,-0.83,4141.21,17.43,103.73,0.82,105.12
2022-06-24,3.86,258.66,3.9,2.24,3564.44,24.33,66.25,1.04,95.33
2022-06-25,.,252.72,3.6,0.26,4233.83,15.07,109.89,0.96,97.67
2022-06-26,3.95,282.83,4.9,2.22,4039.09,23.04,100.93,1.3,95.36
2022-06-27,4.05,291.85,4.3,1.5,3698.58,17.11,61.94,0.95,106.41
2022-06-28,4.06,268.67,5,-0.51,4039.52,15.49,68.02,1.21,104.5
2022-06-29,4.01,293.73,4.4,3.19,3683,31.49,98.14,1.96,107.42
2022-06-30,3.99,260.67,4.2,1.04,3938.74,33.32,99.76,1.72,93.4
2022-07-01,3.86,266.27,4.4,2.31,4299.56,19.15,104.8,0.66,91.47
2022-07-02,3.76,257.54,5,1.25,3961.92,25.79,103.21,1.78,92.39
2022-07-03,3.83,281.03,5.3,1.72,3648.7,20.56,99.57,1.45,93.22
2022-07-04,3.81,270.99,3.6,0.36,4223.83,24.87,105.97,2.37,100.66
2022-07-05,3.8,280.66,4.5,-0.1,3686.77,23.73,94.51,1.08,109.42
2022-07-06,3.75,288.08,3.6,1.44,4238.55,20.38,75.65,1.95,97.14
2022-07-07,3.85,277.29,4.4,0.98,3979.35,29.01,114.74,1.96,109.17
2022-07-08,3.84,281.38,5.3,0.76,3953.74,17.53,61.09,0.94,90.76
2022-07-09,3.86,296.76,4.2,2.03,4351.44,16.06,81.99,2.31,108.54
2022-07-10,3.91,264.95,5.4,2.11,4208.6,30.35,103.73,1.48,93.62
